,MultipleLines,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
723,0,0,0,45.35,141.5,1
6312,0,1,1,105.4,5643.4,1
1141,0,0,0,20.2,98.35,0
5529,0,0,0,20.05,42.7,0
5764,1,0,1,93.75,5625.55,0
5554,0,0,0,20.6,1298.7,0
6676,1,1,0,94.3,3893.6,0
2762,0,1,1,99.3,2513.5,0
846,0,1,1,84.85,5459.2,0
4289,0,0,0,20.1,1079.45,0
5560,0,0,1,94.15,5731.85,0
5042,0,0,0,19.8,344.5,0
2551,0,0,0,19.45,227.45,0
5725,1,0,0,24.65,471.35,0
2928,0,0,1,95.1,6683.4,0
117,1,1,1,100.25,1064.65,1
645,1,1,1,94.55,1899.65,1
5966,1,0,1,99.45,4138.05,1
3,0,0,0,42.3,1840.75,0
4170,1,1,1,115.15,8349.45,0
5851,1,1,1,110.8,3836.3,0
467,1,1,0,89.7,6588.95,0
5,1,1,1,99.65,820.5,1
5342,0,1,1,64.75,2345.2,1
919,0,1,1,104.55,2239.4,0
2595,1,1,1,80.45,5662.25,0
4324,0,0,1,67.45,2731,0
1063,0,1,0,62.25,612.95,0
2590,0,0,1,88.4,2191.15,0
242,0,1,1,74.7,3187.65,0
6126,0,1,1,95.9,1777.9,1
1160,0,1,1,95.1,2326.05,0
2870,1,1,1,107.95,5969.85,0
3735,1,1,0,84.05,134.05,0
6436,0,1,1,79.6,5589.45,0
2397,0,1,1,88.35,88.35,1
3517,0,1,1,109.5,7534.65,1
3421,1,0,0,97.0,7104.2,0
2563,1,1,1,105.95,2655.25,1
5622,1,1,1,104.05,2470.1,1
1605,0,0,0,19.55,1218.65,0
6788,0,0,0,20.8,460.2,0
2324,1,0,0,83.05,1258.3,1
2709,0,1,1,53.95,2215.4,0
6663,0,1,0,54.65,54.65,0
1312,1,0,1,70.95,3629.2,0
3448,0,0,1,61.45,229.55,1
3812,0,0,0,19.65,351.55,0
6544,1,1,1,104.75,4323.45,1
2362,0,0,1,39.2,1838.15,0
1975,0,0,0,19.6,390.4,0
3514,1,1,1,110.6,6586.85,0
1761,1,0,0,24.45,1513.6,0
5401,0,0,0,20.45,638.55,0
2739,1,1,1,101.15,6383.9,0
5637,1,0,1,90.25,5629.15,0
6553,0,1,1,61.45,3751.15,0
2472,1,0,0,70.9,4677.1,0
4007,1,0,0,25.7,1443.65,0
4718,0,0,0,20.0,416.45,0
1493,0,0,0,79.5,795.65,0
4206,1,1,1,116.8,8456.75,0
2158,1,1,1,84.5,4845.4,0
1169,0,1,0,44.05,3011.65,0
6355,1,1,1,110.25,7279.35,0
232,0,0,1,84.6,84.6,1
66,1,0,0,78.9,3650.35,0
1603,1,0,1,64.65,994.55,1
3283,0,0,0,20.35,1442.65,0
3596,0,0,0,55.35,165.2,1
4632,0,0,0,19.45,19.45,1
125,0,1,0,88.95,3027.65,0
5350,1,0,1,69.7,3686.05,0
1296,0,1,0,80.7,1614.2,0
1976,1,1,1,93.55,93.55,1
6356,0,1,1,98.9,1064.95,0
6307,0,0,0,19.9,601.55,0
2075,1,1,1,101.05,5594,0
4580,0,0,0,19.1,1372.45,0
5750,0,0,0,70.15,916.75,1
6645,0,0,0,20.1,39.8,0
3086,1,0,1,95.65,1640,0
6106,0,0,0,55.1,113.35,1
3345,1,1,1,101.35,7323.15,0
6285,0,1,1,54.55,1362.85,0
5870,1,0,0,25.9,135,1
2797,1,1,1,100.95,329.95,1
918,1,0,0,80.7,2193,0
1646,1,0,0,65.5,3801.3,0
5122,0,0,0,49.85,1336.15,0
5126,1,1,0,103.05,5925.75,0
4978,0,0,0,44.1,44.1,1
5431,0,0,0,19.8,695.05,0
4621,0,0,0,49.45,314.6,0
364,0,0,0,75.9,1373.05,0
3287,1,1,1,100.95,1875.55,1
2125,1,1,1,75.5,5229.45,0
4123,0,0,0,71.55,2427.35,0
4569,0,0,0,48.8,1054.6,1
525,0,1,0,91.25,4738.3,0
4821,0,1,1,54.05,2959.8,0
55,1,1,1,95.45,1752.55,1
638,1,1,1,104.55,5794.65,1
302,0,0,1,90.4,356.65,0
2766,1,1,1,115.0,7396.15,0
5811,1,1,1,80.9,4932.5,0
1276,0,1,0,99.4,7168.25,0
6591,0,0,0,69.8,134.7,1
4720,1,1,1,102.1,6688.1,0
2055,1,1,1,108.45,4964.7,0
5376,1,0,0,23.75,424.5,0
5145,1,0,0,25.7,1714.55,0
4432,0,0,0,40.55,1390.85,0
3644,1,0,0,25.0,1004.35,0
4143,1,0,1,84.8,2043.45,1
2878,0,1,0,87.0,1850.65,0
4202,0,0,0,19.6,189.45,0
5175,0,0,0,20.35,393.15,0
2286,0,0,1,64.4,581.7,0
2261,1,0,0,52.15,2583.75,0
5240,0,1,1,105.85,6725.5,0
2296,0,0,0,45.2,45.2,0
5932,0,1,1,94.45,498.1,1
1753,1,0,0,96.6,6827.5,0
5197,1,1,1,110.15,7998.8,0
1968,0,1,1,100.3,5200.8,0
6113,1,0,0,75.3,1570.7,0
3117,1,1,1,107.9,7475.85,0
2393,1,1,1,103.7,3467,1
523,1,0,0,75.6,1758.6,1
5524,0,0,0,54.65,2553.7,0
3900,0,0,0,19.65,708.8,0
6558,0,0,0,20.25,327.45,1
4699,1,0,1,106.65,5174.35,0
5585,0,0,0,19.3,19.3,1
6208,1,0,1,80.8,4860.85,0
3122,0,0,0,19.5,1193.55,0
4156,0,0,0,19.75,19.75,0
1969,0,1,1,53.6,3237.05,0
671,1,0,0,25.55,1336.1,0
4188,1,1,1,103.3,2890.65,1
666,0,0,0,69.65,145.15,1
6096,0,0,0,70.2,70.2,0
1887,1,0,0,72.65,1194.3,1
3266,0,0,0,20.1,1460.85,0
280,0,0,0,55.15,322.9,0
1719,0,1,1,107.95,318.6,0
2947,0,1,0,90.4,4494.65,0
4455,0,0,0,50.45,50.45,1
899,1,0,1,94.4,4914.9,0
6031,0,0,0,29.3,355.9,0
6822,0,0,1,80.3,2483.05,1
6090,0,1,1,103.25,7074.4,0
760,0,0,0,20.8,20.8,0
1906,0,0,0,36.0,1382.9,0
4042,0,0,0,51.35,262.3,0
3823,1,0,1,78.85,5763.15,0
4138,0,1,0,85.45,85.45,1
3818,1,1,1,109.1,6393.65,0
4300,1,0,0,24.6,605.25,0
5569,0,1,0,83.9,267.4,1
2593,0,0,0,20.3,1296.15,0
4164,1,1,1,110.9,7922.75,0
3031,0,0,0,71.05,3444.85,1
5971,0,0,0,20.0,1374.2,0
3579,1,0,0,81.2,3292.3,0
2832,1,1,0,70.75,2921.75,0
5449,0,1,1,103.15,6895.5,0
3472,1,1,1,104.75,5841.35,0
137,0,0,0,20.2,1277.75,0
4892,1,1,0,84.35,1745.2,0
2180,0,0,1,95.5,6707.15,0
2128,1,1,0,74.55,3023.55,0
3177,0,1,0,48.9,3527,0
4854,0,1,0,46.4,812.4,0
4637,0,1,0,71.0,5012.1,0
5115,0,0,0,65.65,3047.15,0
6136,0,0,0,20.25,890.35,0
4261,0,0,0,54.65,3134.7,0
4344,1,1,1,80.65,5330.2,0
1331,0,0,0,25.15,25.15,0
2017,0,0,0,20.4,743.5,0
4542,1,0,0,79.3,2570,0
2482,0,0,0,45.0,89.75,0
1358,0,0,0,70.15,735.5,0
1329,0,0,0,19.4,1496.45,0
6935,1,1,1,110.8,7245.9,0
2150,1,0,1,84.1,1737.45,0
4530,0,0,0,19.65,1335.2,0
2122,1,1,1,75.85,854.45,0
4673,1,1,1,102.8,2660.2,1
3981,1,0,1,85.2,695.75,0
1252,0,0,0,19.45,19.45,0
3278,1,1,1,79.4,5071.9,0
3374,0,0,0,54.85,104.2,1
2814,0,1,0,48.7,3008.55,0
4719,1,0,1,84.9,3067.2,1
1848,0,0,0,19.3,755.5,0
4858,0,0,0,59.6,3509.4,0
3037,0,0,0,20.35,707.5,0
388,1,0,1,90.4,4063,0
235,1,0,0,54.4,114.1,1
1077,1,1,1,114.5,4527.45,1
1984,1,0,1,90.9,1259,1
4363,1,1,0,85.6,4902.8,0
3962,1,0,1,84.55,646.85,1
770,0,0,0,20.45,237.3,0
2165,0,0,0,20.2,273.25,0
4533,1,1,1,105.15,7555,0
673,1,0,0,24.85,493.4,0
249,1,0,1,99.0,4298.45,0
1574,0,0,0,19.65,270.6,0
3419,0,1,0,92.15,6480.9,0
2081,0,0,0,75.3,1702.9,0
1823,0,0,0,73.85,1424.5,1
6511,0,0,0,50.65,3221.25,0
6729,0,1,1,72.95,4953.25,0
4544,0,1,0,80.55,80.55,1
5565,0,1,0,39.05,669.85,1
716,0,1,1,58.25,4145.9,0
6276,0,0,0,20.35,335.95,0
6568,0,0,0,19.7,130.25,0
2048,0,1,1,96.8,2030.3,1
5997,1,1,0,89.75,552.65,0
5264,0,0,0,29.8,2134.3,0
4178,0,0,1,56.4,3948.45,0
4809,0,0,0,20.3,20.3,0
2724,0,0,0,19.95,1244.8,0
6391,1,1,1,78.95,2862.55,0
1460,1,0,0,85.3,424.15,1
5989,1,1,1,94.6,279.55,1
1668,1,1,1,115.65,5125.5,0
2756,0,0,0,20.95,20.95,1
2000,0,0,0,75.5,637.4,0
4571,0,0,0,69.8,1540.35,0
4613,1,0,0,79.5,4370.25,1
404,0,0,0,19.7,419.4,0
384,1,1,1,108.1,5067.45,0
6319,0,0,0,24.95,1364.75,0
2152,1,0,0,50.1,50.1,0
1633,0,0,0,43.8,43.8,0
6449,0,0,0,19.55,19.55,0
5580,0,0,0,19.95,1004.5,0
4784,0,0,0,19.55,19.55,0
3925,1,0,1,72.1,2658.4,0
5336,0,0,0,19.1,19.1,0
4158,1,0,0,25.2,987.95,0
4948,0,1,0,55.5,227.35,0
5898,1,0,0,24.15,800.3,0
5358,0,0,0,19.25,331.35,0
223,0,0,0,50.05,179.35,1
2193,0,0,0,21.2,1238.65,0
3136,0,0,0,70.0,1144.5,1
4469,0,0,0,90.1,4549.45,0
1824,0,0,0,20.3,1401.15,0
6467,1,0,0,75.05,786.3,0
5124,0,0,0,20.1,486.05,0
4972,1,0,0,25.05,1873.7,0
797,1,0,0,25.55,507.4,0
2871,1,1,0,86.1,1235.55,1
9,0,0,0,56.15,3487.95,0
1944,0,0,0,25.5,215.2,1
1838,1,0,1,90.05,4931.8,0
4804,1,1,1,118.6,7365.7,0
255,0,1,1,59.55,4103.9,0
5713,1,0,1,81.35,4060.9,0
4485,1,1,1,91.7,6075.9,0
6342,1,1,1,104.1,5135.15,0
1581,0,0,0,36.0,780.15,0
2956,0,1,1,99.0,5038.15,0
924,0,0,0,81.7,1820.9,0
6233,0,0,0,20.7,57.5,0
2508,1,1,1,110.5,7069.25,0
6132,0,1,1,53.4,3579.15,0
5024,1,0,0,25.4,1797.1,0
5320,0,0,0,61.45,2302.35,0
6042,0,0,0,19.6,727.8,0
3775,1,1,1,98.4,4187.75,1
4835,1,1,1,104.25,6812.95,0
4136,0,0,0,19.9,942.95,0
4964,1,0,0,74.95,1834.95,1
2779,1,1,0,85.35,758.6,1
539,0,1,1,80.6,4946.7,0
2745,1,1,0,86.05,86.05,1
6326,0,0,1,43.6,2748.7,0
6428,0,0,0,69.25,418.4,1
5467,1,1,0,98.6,5311.85,0
1145,0,0,0,75.5,2324.7,0
5127,1,1,1,118.35,7804.15,1
4468,1,0,0,25.4,399.6,1
667,0,0,0,30.2,1453.1,0
3019,0,0,0,55.15,1206.05,1
357,1,1,1,105.25,6823.4,0
5063,1,0,0,82.35,1852.85,1
2831,1,1,0,98.1,1060.2,1
2783,1,0,1,94.1,4107.3,0
1353,0,0,0,20.35,1359.5,0
5131,1,1,1,96.1,4364.1,1
470,0,0,0,20.65,330.6,0
2703,1,0,0,50.1,50.1,1
3330,1,1,1,97.8,4913.3,1
3637,0,0,0,20.25,178.5,1
1396,1,1,1,100.05,6254.2,1
3584,0,0,0,75.0,658.1,0
6336,1,0,0,74.3,4018.35,0
5262,1,0,1,68.7,4070.95,0
5645,1,1,0,66.15,4392.5,0
3376,0,0,0,19.4,19.4,0
1256,1,1,1,85.9,6110.75,0
6190,0,0,1,80.5,80.5,1
3512,1,0,0,25.0,1260.7,0
5651,1,0,0,84.3,3588.4,1
5778,0,0,0,20.3,20.3,0
1250,1,1,1,103.2,5744.35,0
5795,1,1,1,106.4,4040.65,0
5348,0,1,0,40.65,970.55,0
6763,1,0,1,72.9,5139.65,0
4298,0,0,0,46.0,492.1,0
3284,1,1,0,84.9,3369.05,0
2933,1,0,0,24.0,1664.3,0
4175,0,0,0,20.4,1226.45,0
5268,1,1,1,86.9,6194.1,0
4910,0,1,1,85.35,2530.4,1
1852,0,0,0,46.2,46.2,1
6583,0,0,0,19.25,412.55,0
6851,1,1,0,94.9,3616.25,0
2105,1,0,0,75.25,242,1
133,0,0,1,35.45,35.45,1
5236,0,1,0,89.55,3729.75,0
5029,0,0,0,50.3,355.1,0
928,1,1,1,103.75,7039.45,0
823,0,1,0,63.95,318.1,0
6395,1,1,1,102.6,4213.35,1
1531,1,0,0,25.75,882.55,0
1214,1,0,1,86.0,1532.45,1
504,1,1,0,79.45,5502.55,0
4285,1,1,0,73.85,3371,0
1996,0,0,1,67.85,4627.65,0
3072,1,0,1,79.4,4820.55,0
1958,1,0,0,84.85,2048.8,0
1384,0,0,0,69.25,1554,1
894,1,0,0,81.2,4965.1,0
4924,0,1,0,35.75,35.75,1
455,1,1,1,104.15,2494.65,0
5779,0,1,0,95.55,3692.85,1
6519,1,0,1,91.35,5764.7,0
3709,1,0,0,50.75,50.75,0
6494,0,0,0,29.8,786.5,0
4849,0,1,1,51.35,2075.1,0
4748,0,0,0,20.3,467.15,0
4268,0,1,0,89.7,3165.6,0
3522,0,0,0,19.8,677.05,0
4134,1,1,1,103.65,5676.65,0
3602,1,0,0,66.15,2522.4,0
6881,0,0,0,35.15,1051.05,0
713,1,0,0,86.0,1164.05,0
4186,1,1,1,104.05,6590.5,0
2214,0,0,1,86.3,1180.95,1
5301,1,0,1,89.2,2698.35,1
2923,0,1,0,89.8,4667,0
1810,1,0,0,95.15,6770.85,0
3486,1,1,0,94.8,4535.85,0
3141,0,0,1,95.1,180.25,1
1827,0,1,1,50.9,2333.85,0
1155,1,1,0,76.1,5264.25,0
1324,0,0,0,20.35,76.35,1
4312,0,1,1,82.1,2603.1,0
510,0,0,1,94.3,1818.3,0
1680,1,0,0,24.45,1431.65,0
499,1,0,1,99.7,1238.45,1
6381,0,0,0,19.55,19.55,0
1856,0,0,0,57.15,2250.65,1
1388,0,1,0,58.35,740.55,0
5615,0,0,0,20.2,20.2,1
3719,0,0,0,18.25,534.7,0
2386,0,0,0,50.2,2169.4,0
5541,1,1,1,106.6,6428.4,1
3236,1,0,0,55.3,875.35,0
6172,0,0,0,70.1,659.65,1
1540,0,0,0,80.3,4896.35,0
1217,1,0,0,23.75,1446.8,0
2681,0,0,0,40.4,1842.7,0
2993,0,0,0,20.4,20.4,0
5512,1,0,0,55.3,501.2,0
6313,0,1,1,95.85,197.7,1
1191,1,0,0,69.15,2490.15,0
5772,1,1,1,81.95,5601.4,0
5293,1,0,0,80.1,2603.3,0
1542,0,0,0,21.1,937.1,0
3301,0,0,0,69.6,69.6,1
3324,0,0,0,75.55,75.55,0
2539,1,0,0,26.0,1654.85,0
953,0,0,0,58.95,955.15,0
4846,0,0,0,69.15,488.65,0
4330,0,0,0,78.25,1490.95,1
732,0,0,0,75.5,1901.05,0
7033,0,0,0,69.5,2625.25,0
1156,0,0,0,18.7,1005.7,0
6518,0,0,0,45.3,45.3,1
3294,0,0,0,69.1,69.1,1
2982,0,0,0,20.85,1071.6,0
5305,0,1,1,78.8,3460.3,0
5161,0,0,0,54.15,1312.45,0
2156,0,0,1,80.55,184.1,1
1062,0,0,0,50.2,1815.3,0
2616,0,0,0,44.6,260.8,1
1167,1,0,0,51.55,1295.4,0
3222,0,0,0,44.9,111.05,0
3636,0,0,0,19.7,216.2,0
5588,0,0,0,49.65,49.65,1
2938,1,0,1,97.75,5043.2,0
4491,0,0,0,19.75,19.75,0
3140,0,0,0,76.45,1117.55,0
4980,1,0,0,25.6,548.8,0
143,1,0,0,84.3,5289.05,0
6976,0,1,0,72.0,4284.2,0
3577,0,0,1,65.4,2498.4,1
4946,0,1,0,81.0,340.85,1
2782,1,1,1,85.4,3297,0
717,1,0,1,85.65,2664.3,0
1819,0,1,0,51.35,3244.4,0
2502,1,0,0,26.05,1856.4,0
4360,1,1,0,89.45,2807.65,0
4171,0,0,0,18.95,185.6,1
395,1,1,1,90.05,5965.95,0
5731,0,0,0,19.9,199.45,0
6320,0,1,0,64.5,1985.15,0
6804,0,0,1,90.35,434.5,0
4492,1,0,0,24.05,1230.9,0
1365,0,0,1,41.05,2452.7,1
6414,1,0,0,25.25,1006.9,0
5999,1,1,1,108.95,4025.5,0
595,1,0,0,61.65,713.75,1
6205,1,1,0,95.25,3959.35,1
3952,1,1,1,108.05,7806.6,0
5392,0,0,0,39.35,2395.05,0
5917,0,0,0,19.95,59.25,0
4968,0,1,1,53.0,3656.25,0
2914,0,1,1,64.85,2010.95,0
6936,1,0,0,80.15,385,1
2326,1,1,1,109.15,7789.6,0
5644,0,0,0,76.2,76.2,1
3766,0,0,0,55.8,55.8,1
3440,1,1,1,90.55,6239.05,0
3851,0,0,0,19.25,864.2,0
4132,0,0,0,23.9,300.8,1
6454,1,0,0,81.3,3190.65,0
2143,1,1,1,74.85,2181.75,0
6491,0,0,0,69.2,69.2,1
5073,0,1,1,49.45,1031.4,0
1571,0,0,0,20.05,20.05,0
4079,1,0,0,78.15,765.15,0
1122,0,1,1,44.85,893.55,1
2786,0,0,0,56.2,1567.55,0
6335,0,1,1,69.65,921.4,0
2967,1,1,1,113.75,6561.25,0
2504,0,0,0,75.7,189.2,1
5988,0,0,0,21.05,262.05,0
3465,0,0,0,45.9,199.75,0
675,1,1,1,110.35,7246.15,0
2808,0,1,1,97.1,184.15,0
3348,1,1,1,105.9,7521.95,0
728,1,0,0,91.7,2758.15,1
412,1,0,0,74.95,2149.05,0
3146,0,1,1,99.15,465.05,1
1516,1,1,1,92.6,1579.7,0
5745,1,0,0,24.2,1445.2,0
825,0,1,0,89.45,1430.25,1
3267,0,0,0,20.05,951.55,0
3974,1,1,1,79.25,2911.8,0
616,0,0,0,25.25,186.3,0
114,0,1,1,54.6,3423.5,0
417,1,0,0,24.8,1024.7,0
3069,0,0,0,20.55,187.35,0
1625,0,0,0,75.75,655.9,1
6973,0,1,0,94.0,4871.45,0
4185,0,0,0,20.7,20.7,0
2896,0,0,0,19.95,253.8,0
6571,0,0,0,55.0,1885.15,0
2082,1,0,0,24.7,467.15,0
753,0,0,0,20.25, ,0
2546,0,1,1,76.15,1992.95,0
3969,0,0,0,69.95,69.95,0
3373,1,0,0,75.45,158.4,1
5726,0,0,0,21.3,1041.8,0
4107,1,0,1,94.45,6921.7,0
2444,1,1,1,99.95,3186.65,1
4380,0,0,0,20.0, ,0
1066,0,0,0,19.65,973.1,0
3913,1,0,0,24.8,1874.3,0
5287,0,0,0,20.55,20.55,0
5536,0,1,0,34.7,296.1,1
5387,0,0,0,30.5,118.4,0
5732,0,0,1,87.3,1637.3,0
3498,0,0,0,75.2,3198.6,1
2738,0,1,1,75.2,3254.35,0
5052,0,0,0,45.65,747.2,0
4000,1,1,1,99.75,4036,0
1568,1,1,1,111.4,1183.05,0
2427,0,0,1,35.9,35.9,1
3746,0,0,0,68.95,68.95,1
6522,0,0,0,34.0,1505.35,0
1687,1,0,0,26.4,314.95,0
851,1,1,1,85.15,4461.85,0
3546,1,1,1,83.2,6126.1,0
6303,1,1,1,109.25,7707.7,0
895,1,0,1,94.3,2679.7,0
4592,1,0,0,24.2,914.6,0
6401,0,0,0,55.1,154.65,1
5878,0,0,0,21.2,52.05,0
335,1,0,1,75.8,5293.95,1
2839,0,0,0,19.3,772.4,0
3087,1,1,0,87.05,762.1,1
4611,1,0,0,24.15,1776.45,0
1348,0,1,0,79.95,857.2,1
1015,0,0,1,53.65,696.35,1
2816,1,1,1,109.55,8165.1,0
1631,1,0,0,85.35,1463.45,1
2489,1,0,1,78.45,5333.35,0
3730,1,1,1,104.5,5921.35,1
3251,1,1,1,106.75,4056.75,1
6516,0,0,0,48.95,48.95,1
5877,1,1,1,106.95,5785.5,1
5881,0,1,1,79.95,2727.3,0
2070,1,0,0,59.75,2934.3,1
4452,0,1,1,86.45,5950.2,0
6956,1,0,0,64.55,4250.1,0
5408,1,0,0,24.95,1288,0
1635,0,1,1,69.95,220.45,0
4646,0,0,0,70.7,70.7,0
2479,1,0,1,75.85,4261.2,0
2265,1,1,1,112.95,1384.75,1
2959,1,1,0,100.75,2793.55,0
5323,1,1,1,105.2,6225.4,0
6650,0,0,0,20.2,123.65,0
3059,1,0,0,24.05,1559.15,0
5053,1,0,0,79.95,1267.95,0
5869,1,0,1,94.4,4295.35,0
2141,0,0,0,20.15,341.35,0
5104,0,0,0,20.1,370.5,0
3118,0,0,0,19.5,835.5,0
5188,1,1,1,101.5,2917.65,0
6642,0,1,1,79.0,1902,0
4045,0,0,0,71.0,914,1
3356,1,0,0,50.85,239.55,1
2744,0,1,1,99.0,4135,0
5092,0,0,0,20.45,150.75,0
3506,1,0,0,84.75,1651.95,0
1679,0,0,0,45.75,344.2,0
4249,0,0,1,65.9,660.05,0
3147,0,1,1,101.75,1669.4,0
2294,1,1,1,106.7,1253.9,1
580,0,0,0,19.0,233.55,1
1470,0,0,0,19.2,156.85,0
4799,0,0,0,19.8,196.75,0
4070,1,0,0,74.0,4052.4,0
5308,0,1,1,82.45,5555.3,0
3343,0,0,0,20.1,318.6,0
4992,0,0,0,30.05,1529.45,0
4583,1,1,1,90.1,6310.9,0
3672,1,1,1,70.15,3715.65,1
559,0,0,0,49.3,49.3,0
5237,0,0,0,54.75,1406.9,0
5215,0,0,0,20.15,156.25,1
2849,0,0,0,20.3,246.7,0
512,1,0,0,74.35,334.8,1
4729,0,1,1,54.95,3772.5,0
1081,1,1,1,98.85,4564.9,0
1664,1,1,1,96.05,4399.5,1
1012,0,1,1,95.9,827.45,0
1931,1,1,1,111.8,5809.75,0
1150,0,0,1,40.35,1677.85,0
2838,0,0,0,20.0,810.3,0
5949,0,0,1,44.95,3085.35,0
116,0,0,0,31.05,1126.35,0
740,1,0,0,65.0,2879.9,0
6760,0,0,0,49.4,184.4,1
6070,1,1,1,81.0,4976.15,0
5177,1,0,1,84.1,3021.6,1
3675,0,0,0,20.5,20.5,0
5906,1,0,0,78.95,1101.85,1
830,1,1,1,108.55,5610.7,1
119,1,0,0,85.2,2151.6,0
4752,0,0,0,20.45,481.1,0
6718,1,0,0,75.0,209.1,1
6664,1,1,1,104.8,3886.45,0
6961,1,0,0,75.4,1747.85,1
635,1,1,1,105.5,6985.65,1
4465,0,1,1,50.05,1523.4,0
4364,1,0,1,80.3,4995.35,0
4142,0,0,0,60.5,3870,0
991,1,0,0,24.35,1423.85,0
876,0,1,1,105.1,1582.75,1
4869,1,0,0,80.55,1248.9,0
5315,0,0,0,45.6,45.6,1
5222,1,0,0,65.5,573.15,0
4,0,0,0,70.7,151.65,1
3051,1,1,1,89.9,6342.7,0
5691,0,0,0,19.95,68.2,0
3124,0,1,1,82.85,5776.45,0
6407,0,1,0,56.15,931.9,0
2660,0,0,0,52.1,670.65,0
2491,0,0,0,20.35,869.9,0
5173,0,0,0,44.8,169.65,0
3854,1,1,1,109.65,5405.8,0
4933,0,1,1,57.2,223.75,0
4777,0,0,0,51.55,106.2,0
1715,0,0,0,19.4,967.85,0
6448,1,1,1,104.65,6219.6,1
6457,0,1,0,44.45,792.15,0
6293,0,0,0,19.6,397,0
1148,1,1,1,95.15,196.9,1
3261,0,1,1,85.0,5607.75,0
574,1,1,1,110.85,3204.4,0
3769,1,0,0,26.2,1077.5,0
3736,0,0,0,20.2,140.95,0
4146,1,0,0,75.2,2576.2,1
853,0,1,0,64.35,352.65,0
1982,0,0,0,19.95,268.4,0
2774,0,0,0,50.05,288.35,0
5919,0,0,1,65.55,4361.55,0
4929,0,1,1,84.0,5329.55,0
5211,1,0,1,84.9,764.95,1
1166,1,0,0,53.8,283.95,0
6002,1,1,0,82.85,460.25,1
971,1,1,0,93.85,4733.1,0
2701,0,0,0,19.1,1143.8,0
4495,0,0,0,70.1,70.1,1
3847,0,0,0,20.0,198.6,0
2368,1,1,1,117.15,8529.5,0
4115,1,1,0,77.4,4155.95,0
4780,0,0,0,70.05,657.5,0
4131,0,0,0,20.25,20.25,1
2950,0,0,0,20.2,55.7,0
5625,0,0,0,20.55,469.85,0
524,1,1,1,100.05,3480,1
2455,0,0,1,89.35,461.7,1
5016,0,0,0,19.85,108.05,1
1841,1,0,0,24.3,1261.7,0
5986,0,0,1,79.15,827.7,0
537,0,0,0,58.45,1955.4,0
2806,1,1,1,86.1,4890.5,0
5801,1,0,0,75.55,2425.4,0
5596,1,0,0,26.5,1698.55,0
4341,0,0,0,44.15,92.65,1
3175,0,0,1,81.5,1329.2,1
784,0,0,0,40.6,2588.95,0
4057,1,0,0,24.9,1859.2,0
1409,1,0,1,92.55,4039,0
2537,1,1,1,113.4,8164.1,0
154,0,0,0,19.7,113.5,0
3009,1,0,0,25.0,25,0
1686,1,0,0,60.05,1616.15,1
2901,1,1,0,95.1,6843.15,0
6972,1,1,1,111.95,6418.9,1
4721,0,0,0,20.25,20.25,1
3863,1,1,1,102.55,1742.5,0
2733,0,1,0,55.3,55.3,0
1895,1,1,1,86.5,5882.75,0
5442,1,0,0,25.0,1498.35,0
569,0,0,0,40.4,422.6,0
5854,1,0,0,48.8,720.1,0
1816,0,0,0,19.2,19.2,0
2065,1,1,0,85.35,2896.6,0
127,1,0,0,23.55,1723.95,0
3394,1,0,0,61.55,1581.95,0
3327,1,0,1,95.3,6273.4,0
7016,0,0,0,49.95,49.95,0
6102,1,1,1,85.0,5484.4,0
2975,0,0,1,60.65,196.9,0
980,0,0,0,19.5,413,0
2300,1,1,1,103.25,5037.55,1
190,1,0,1,71.9,3173.35,0
1139,0,0,0,19.65,228.65,0
5088,0,0,0,19.75,1272.05,0
699,1,0,0,66.5,4811.6,0
6719,1,0,0,25.75,1864.2,0
606,0,1,1,81.0,3084.9,0
4276,0,0,0,49.6,114.7,1
301,1,1,1,95.45,396.1,1
3420,1,1,0,69.5,1800.05,0
6777,0,0,0,29.9,92.25,0
1060,0,0,0,20.05,505.9,0
6834,0,0,1,38.8,603,0
6898,0,1,1,100.05,2090.25,0
2565,1,0,0,25.0,332.5,0
7029,0,1,1,44.4,263.05,0
1069,0,0,0,54.0,1055.9,0
2524,0,0,0,19.9,1529.65,0
2205,0,1,1,99.85,3343.15,0
1243,0,0,0,45.3,45.3,1
16,0,0,0,20.65,1022.95,0
3120,1,0,0,24.95,1718.35,0
7019,0,0,0,20.15,826,0
4642,0,1,1,74.8,4820.15,1
4754,1,0,0,25.25,1728.2,0
815,1,1,0,84.6,2088.05,0
3067,0,0,1,84.4,556.35,1
6724,0,1,0,70.2,4481,1
5600,0,0,0,69.95,529.5,1
959,0,1,0,86.1,2723.75,0
6427,0,0,0,20.15,802.35,0
4893,0,0,0,44.65,74.9,1
225,0,1,1,50.6,1288.75,0
6170,0,0,0,19.4,19.4,0
3354,0,0,1,44.1,2369.7,0
5895,0,1,0,59.85,2341.5,0
2485,1,0,0,80.45,1072,1
562,0,1,1,69.7,516.15,0
3436,0,0,0,19.5,516.3,0
6373,0,1,1,92.95,4122.9,0
6181,1,1,1,99.9,6241.35,0
1693,1,1,1,114.45,8375.05,0
1045,1,1,1,99.3,4209.95,0
3446,1,1,1,107.75,6332.75,0
4565,0,1,1,66.8,4689.15,0
954,1,1,1,95.1,2162.6,0
7015,0,1,0,85.2,2874.45,0
2735,1,0,0,72.95,3829.75,0
6904,0,1,0,43.85,2751,0
