,Unnamed: 0,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1036,1036,Male,0,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.7,7849.85,No
1037,1037,Female,0,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Electronic check,49.15,649.4,No
1038,1038,Male,0,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,80.9,4557.5,No
1039,1039,Male,0,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Electronic check,79.45,3013.05,Yes
1040,1040,Male,1,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Credit card (automatic),90.45,1266.1,Yes
1041,1041,Female,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.3,360.35,No
1042,1042,Female,0,14,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.2,1046.5,No
1043,1043,Male,0,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Bank transfer (automatic),69.75,2347.9,Yes
1044,1044,Female,0,8,Yes,No,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),54.25,447.75,No
1045,1045,Female,0,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),99.3,4209.95,No
1046,1046,Female,0,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit card (automatic),74.0,3877.65,No
1047,1047,Male,0,3,Yes,No,DSL,No,No,No,No,No,Yes,Mailed check,50.25,152.3,No
1048,1048,Male,0,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.8,572.2,No
1049,1049,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,19.65,Yes
1050,1050,Male,1,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Electronic check,43.65,526.95,Yes
1051,1051,Female,0,16,No,No phone service,DSL,No,No,No,No,Yes,Yes,Credit card (automatic),35.5,552.7,No
1052,1052,Female,0,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Mailed check,80.75,3208.65,No
1053,1053,Female,0,5,No,No phone service,DSL,No,No,Yes,No,Yes,No,Electronic check,39.5,210.75,Yes
1054,1054,Male,0,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),97.1,3706.95,Yes
1055,1055,Female,0,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,620.75,No
1056,1056,Female,0,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,80.0,412.5,Yes
1057,1057,Female,0,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Mailed check,84.7,832.05,Yes
1058,1058,Male,0,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),89.55,185.55,Yes
1059,1059,Male,0,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,90.6,1943.2,Yes
1060,1060,Male,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.05,505.9,No
1061,1061,Female,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,112.4,8046.85,No
1062,1062,Female,0,34,Yes,No,DSL,No,No,No,No,No,No,Bank transfer (automatic),50.2,1815.3,No
1063,1063,Male,0,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Bank transfer (automatic),62.25,612.95,No
1064,1064,Female,0,14,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,55.7,795.15,No
1065,1065,Female,0,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),90.05,2169.8,Yes
1066,1066,Male,0,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,973.1,No
1067,1067,Male,0,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Electronic check,89.25,2210.2,No
1068,1068,Male,0,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.05,4853.75,Yes
1069,1069,Male,1,20,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,54.0,1055.9,No
1070,1070,Female,0,2,Yes,No,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),69.75,144.55,Yes
1071,1071,Female,0,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Credit card (automatic),49.05,91.1,Yes
1072,1072,Male,0,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),56.75,1304.85,No
1073,1073,Male,0,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),98.05,713,Yes
1074,1074,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,21.1,21.1,No
1075,1075,Female,0,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),96.65,5580.8,No
1076,1076,Female,0,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.5,1497.9,No
1077,1077,Female,0,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.5,4527.45,Yes
1078,1078,Female,1,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Credit card (automatic),79.2,4590.35,No
1079,1079,Female,0,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.55,200.2,No
1080,1080,Male,0,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.05,614.45,No
1081,1081,Male,1,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,98.85,4564.9,No
1082,1082,Male,0,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.75, ,No
1083,1083,Male,0,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,80.95,171.15,Yes
1084,1084,Female,0,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.6,1012.4,No
1085,1085,Female,1,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Electronic check,74.3,940.35,Yes
1086,1086,Female,1,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Bank transfer (automatic),89.7,1047.7,Yes
1087,1087,Male,0,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Bank transfer (automatic),87.65,2766.4,No
1088,1088,Male,1,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),100.45,1622.45,Yes
1089,1089,Female,0,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),74.75,1129.35,No
1090,1090,Female,0,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),107.45,5680.9,No
1091,1091,Male,0,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),75.35,2243.9,No
1092,1092,Male,0,70,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Credit card (automatic),64.95,4523.25,No
1093,1093,Female,0,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Electronic check,100.45,7159.7,No
1094,1094,Male,0,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),68.5,2839.95,No
1095,1095,Male,0,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,80.55,80.55,No
1096,1096,Female,0,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),81.25,580.1,No
1097,1097,Male,0,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,90.4,2178.6,Yes
1098,1098,Male,0,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Electronic check,89.55,6038.55,No
1099,1099,Male,0,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Mailed check,55.7,259.4,No
1100,1100,Male,0,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,24.8,324.15,No
1101,1101,Female,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.0,417.65,No
1102,1102,Male,0,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Mailed check,56.15,168.15,Yes
1103,1103,Male,0,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,105.2,5637.85,No
1104,1104,Male,0,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,839.4,No
1105,1105,Female,0,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,79.75,769.1,No
1106,1106,Female,0,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),97.45,6253,No
1107,1107,Female,0,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.25,1641.8,No
1108,1108,Female,0,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.6,1678.05,No
1109,1109,Male,0,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Mailed check,50.15,2058.5,No
1110,1110,Male,0,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),39.6,2424.5,No
1111,1111,Female,0,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),94.4,387.2,Yes
1112,1112,Female,1,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mailed check,89.85,6293.45,No
1113,1113,Female,0,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Credit card (automatic),78.95,2839.65,Yes
1114,1114,Male,0,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),98.85,3145.9,No
1115,1115,Male,0,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Credit card (automatic),53.85,2200.7,No
1116,1116,Female,0,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,24.25,914.4,No
1117,1117,Male,0,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),89.45,4577.75,No
1118,1118,Female,0,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),105.25,4997.5,No
1119,1119,Male,0,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),59.5,4144.8,No
1120,1120,Male,0,20,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),70.55,1493.55,No
1121,1121,Female,0,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),82.5,4179.1,No
1122,1122,Female,0,19,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Credit card (automatic),44.85,893.55,Yes
1123,1123,Male,0,25,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),61.6,1611,No
1124,1124,Male,0,12,Yes,No,DSL,No,Yes,No,No,No,Yes,Bank transfer (automatic),49.05,593.05,No
1125,1125,Male,1,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,105.65,4284.8,Yes
1126,1126,Male,0,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mailed check,74.65,544.55,Yes
1127,1127,Female,0,23,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Mailed check,66.25,1533.8,No
1128,1128,Male,0,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.4,529.8,No
1129,1129,Male,1,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Credit card (automatic),86.05,3865.6,No
1130,1130,Male,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.15,515.75,No
1131,1131,Female,0,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),64.7,941,Yes
1132,1132,Female,1,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.05,1133.65,Yes
1133,1133,Male,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.25,48.35,No
1134,1134,Female,0,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Electronic check,81.95,2070.05,No
1135,1135,Female,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.65,8333.95,No
1136,1136,Female,0,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.0,1209.25,No
1137,1137,Male,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.8,1396.25,No
1138,1138,Male,0,11,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),65.15,723.35,No
1139,1139,Male,1,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,228.65,No
1140,1140,Female,0,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),88.95,1161.75,No
1141,1141,Male,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.2,98.35,No
1142,1142,Male,1,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),75.2,775.3,No
1143,1143,Male,0,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Credit card (automatic),56.8,1074.65,No
1144,1144,Male,0,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Electronic check,35.55,35.55,Yes
1145,1145,Female,0,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Bank transfer (automatic),75.5,2324.7,No
1146,1146,Male,0,29,No,No phone service,DSL,Yes,No,No,No,No,No,Mailed check,35.6,1072.6,No
1147,1147,Female,0,3,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Electronic check,60.25,170.5,No
1148,1148,Female,0,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.15,196.9,Yes
1149,1149,Male,0,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mailed check,96.65,1162.85,Yes
1150,1150,Female,0,41,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Electronic check,40.35,1677.85,No
1151,1151,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,18.85,18.85,No
1152,1152,Male,0,7,Yes,No,DSL,No,No,No,Yes,No,No,Mailed check,54.85,370.4,No
1153,1153,Female,0,52,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Mailed check,64.3,3410.6,No
1154,1154,Female,0,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.65,1138.8,No
1155,1155,Male,0,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Credit card (automatic),76.1,5264.25,No
1156,1156,Female,0,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.7,1005.7,No
1157,1157,Female,1,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),97.95,5936.55,No
1158,1158,Female,0,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),94.1,5475.9,No
1159,1159,Female,1,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,80.4,224.05,Yes
1160,1160,Female,1,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Electronic check,95.1,2326.05,No
1161,1161,Male,0,1,No,No phone service,DSL,No,Yes,No,No,No,Yes,Mailed check,31.35,31.35,Yes
1162,1162,Female,0,67,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),72.35,4991.5,No
1163,1163,Female,0,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),89.75,1052.4,Yes
1164,1164,Female,1,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),82.7,5831.2,No
1165,1165,Male,0,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.9,510.8,No
1166,1166,Female,0,5,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Electronic check,53.8,283.95,No
1167,1167,Male,0,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Credit card (automatic),51.55,1295.4,No
1168,1168,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,19.65,No
1169,1169,Male,1,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),44.05,3011.65,No
1170,1170,Male,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,114.0,8093.15,No
1171,1171,Male,0,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,94.4,5610.25,Yes
1172,1172,Female,1,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,100.4,3217.65,No
1173,1173,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.85,19.85,Yes
1174,1174,Female,0,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Mailed check,54.25,773.2,No
1175,1175,Female,0,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Credit card (automatic),80.0,1029.35,No
1176,1176,Female,0,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),109.9,669.45,Yes
1177,1177,Female,0,46,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Mailed check,79.2,3593.8,No
1178,1178,Male,0,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,101.35,1553.95,Yes
1179,1179,Male,1,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Electronic check,94.3,3953.15,No
1180,1180,Male,0,39,Yes,No,DSL,No,No,No,No,No,Yes,Bank transfer (automatic),49.8,1971.15,No
1181,1181,Male,1,21,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),60.05,1236.15,Yes
1182,1182,Male,0,57,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Electronic check,53.75,3196,No
1183,1183,Female,0,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,93.45,4872.2,No
1184,1184,Male,0,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Mailed check,87.9,1500.5,No
1185,1185,Female,0,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Electronic check,60.15,60.15,Yes
1186,1186,Female,0,58,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Bank transfer (automatic),61.05,3478.75,No
1187,1187,Female,1,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),104.05,7413.55,No
1188,1188,Female,0,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,99.25,3532,No
1189,1189,Male,0,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Credit card (automatic),85.7,256.75,No
1190,1190,Male,0,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.85,3887.25,No
1191,1191,Male,0,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),69.15,2490.15,No
1192,1192,Male,0,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Electronic check,90.45,593.45,Yes
1193,1193,Female,0,47,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mailed check,74.45,3510.3,No
1194,1194,Female,0,14,Yes,No,DSL,No,Yes,No,No,No,No,Electronic check,50.45,765.45,No
1195,1195,Female,1,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Electronic check,60.0,1259.35,No
1196,1196,Male,0,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Electronic check,85.25,5538.35,No
1197,1197,Male,0,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.45,340.85,No
1198,1198,Female,0,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.75,844.45,No
1199,1199,Female,0,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Electronic check,78.9,1348.95,No
1200,1200,Male,0,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.5,3778,No
1201,1201,Female,0,12,Yes,No,DSL,No,Yes,No,No,No,Yes,Electronic check,49.4,611.65,No
1202,1202,Male,0,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.25,4867.95,Yes
1203,1203,Female,0,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.0,1505.05,No
1204,1204,Male,0,18,No,No phone service,DSL,No,No,No,No,No,No,Credit card (automatic),25.55,467.85,No
1205,1205,Male,0,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.9,74.9,Yes
1206,1206,Female,0,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,70.15,194.2,No
1207,1207,Female,0,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Credit card (automatic),69.4,571.45,No
1208,1208,Female,0,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,80.25,80.25,Yes
1209,1209,Male,0,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Electronic check,93.15,5253.95,No
1210,1210,Male,0,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.0,1149.65,Yes
1211,1211,Female,0,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Electronic check,66.35,740.8,Yes
1212,1212,Male,0,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.55,521.35,No
1213,1213,Female,0,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.2,1412.65,No
1214,1214,Male,0,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),86.0,1532.45,Yes
1215,1215,Female,0,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,80.3,250.05,Yes
1216,1216,Male,0,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.4,1090.6,No
1217,1217,Male,0,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),23.75,1446.8,No
1218,1218,Male,0,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Credit card (automatic),90.55,2282.55,Yes
1219,1219,Female,0,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Credit card (automatic),70.45,4300.45,No
1220,1220,Male,0,17,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Bank transfer (automatic),65.75,1111.2,No
1221,1221,Male,0,9,No,No phone service,DSL,No,No,No,No,No,Yes,Mailed check,24.6,190.1,No
1222,1222,Male,0,64,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Mailed check,69.25,4447.75,No
1223,1223,Female,0,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.9,143.35,Yes
